,ID,post
391,392,"Countries rattled by the Omicron variant are marking New Year’s Eve with subdued celebrations, or none at all. In Australia, Sydney’s annual fireworks show went on, but other cities canceled festivities."
392,393,"Most of our reporters' top sports moments of 2021 happened off the courts and playing fields, when the athletes were at their most human."
393,394,"Hundreds of Israelis headed deep into the wilderness last week to reach Mount Karkom, determined to get closer to answering a controversial question: Is this the Mount Sinai of the Bible, where God is believed to have communicated with Moses?"
394,395,"Just weeks ago, the property giant China Evergrande Group had been declared in default, with unpaid bills in excess of $300 billion. Now it has pledged to start paying its workers and completing projects again. Buyers are skeptical."
395,396,"South Africa said on Thursday that health data suggested its Omicron peak had passed with no major spike in deaths, offering cautious hope to other countries."
396,397,Britain's NHS plans to erect temporary field hospitals in response to a steep rise in coronavirus hospitalizations nationally. The Omicron variant's dramatic impact on UK medical services is a bellwether for the challenges to come in places like the U.S.
397,398,Tens of thousands of Colorado residents were forced to flee their homes after winds fueled fast-moving wildfires.
398,399,"A 61-year-old man suspected of setting a fire that killed 25 people at a psychiatric clinic in Osaka, Japan, earlier this month has died in hospital. He had been receiving treatment for smoke inhalation."
399,400,"The pandemic forced the Japanese quartet, Chai, to stop touring and more consciously consider their new music."
400,401,"As a year of emotional whiplash for many comes to a close, we’ve collected the top pieces of advice from our most popular mental health stories to help you carry calm and clarity into 2022."
401,402,"As the world reopened cautiously in 2021, our correspondents seized the chance to venture out to 40 countries on six continents in search of secrets and surprises to share. Here are the 14 dispatches most popular with readers this year."
402,403,Powerful figures fell. Plans collapsed. Athletes stood up for themselves and endured beyond expectations.
403,404,In Opinion
404,405,"Ben McFall was the longest-tenured bookseller in the history of the Strand, New York’s renowned bookstore. He has died at age 73."
405,406,"Season 2 of “Cheer,” the Emmy-winning series about competitive cheerleading, premieres Jan. 12. But the coach Monica Aldama has been criticized for injuries shown onscreen."
406,407,Ghislaine Maxwell’s sex-trafficking trial was expected to be a potential courthouse blockbuster. But high-profile friends of Jeffrey Epstein like former Presidents Donald Trump and Bill Clinton came up only in passing.
407,408,"For one couple, finding a house big enough to accommodate their growing family close to the children's school in Culver City was tricky, especially when the pandemic market exploded. They looked at nearly 50 houses. Which one did they choose?"
408,409,"With more than 580,000 cases, the U.S. shattered its own record for new daily coronavirus cases — beating a milestone it already broke just the day before."
409,410,"AirTags, the small location-tracking discs, may be abetting a new form of stalking, posing a ""uniquely harmful"" threat given the ubiquity of Apple’s products. Privacy groups warned against this concern when Apple introduced the devices in April. https://nyti.ms/31ddl1J"
410,411,"In The New York Times Opinion Section: “What, to the descendants of the enslaved, is New Year’s Eve? Watch Night argues that God has answered our prayers for liberation both spiritual and material,” writes Esau McCaulley."
411,412,"Hank Aaron. Virgil Abloh. Stephen Sondheim. Bob Dole. Joan Didion. Cicely Tyson. Colin Powell.These are among the many notable losses in 2021, including a host of figures who helped shape our era in decades past."
412,413,In The New York Times Opinion Section 
413,414,President Vladimir Putin warned President Biden that any economic sanctions imposed on Russia if it were to take new military action against Ukraine would result in a “complete rupture” of relations between the two nuclear superpowers.
414,415,"Fast-moving wildfires fanned by powerful winds swept across parts of Boulder County, Colorado, on Thursday, prompting the evacuation of tens of thousands of people and burning at least 500 homes, a shopping complex and a hotel."
415,416,"The 110-year prison sentence given to the driver of a truck involved in a 2019 crash that killed four people was reduced to 10 years by the governor of Colorado. Rogel Aguilera-Mederos will be eligible for parole on Dec. 30, 2026."
416,417,"A California man driving cross-country to the White House on a mission to “do whatever it takes” to kill top officials on a “hit list” that included President Biden and Barack Obama has been arrested in Iowa, the authorities said."
417,418,"When Alan Dershowtiz appeared in a BBC segment about the Ghislaine Maxwell verdict, it was not made clear that Dershowitz helped defend Jeffrey Epstein and has himself been accused of abuse by one of Epstein’s accusers — an accusation he denies."
418,419,Age + vaccination status + number of guests + ZIP code + activity = Should I even leave the house?
419,420,"When he first moved to Los Angeles 15 years ago, William Dorsey Jones Jr. was like many others before him, hoping to find a career in the entertainment industry. But when those dreams didn’t pan out, Jones became a community relations specialist and patrol officer in the North Hollywood area — and he loved it. "
420,421,"Joshua William Gelb put on dozens of shows this year, most of them livestreamed from his East Village apartment."
421,422,"Visual journalism often reveals what can’t be seen with the naked eye: the microscopic, gigantic, hidden or historical. This year, we examined virus particles, deep ocean currents and partisan segregation. Here are some standout visual stories from 2021."
422,423,"More than 30,000 residents of Superior and Louisville, in Boulder County, Colorado, have been forced to flee because of wildfires fanned by strong winds. Officials told residents to evacuate quickly east or north."
423,424,"Cities including Chicago, Las Vegas and San Antonio, are continuing with their New Year's Eve plans, despite a sharp rise in new Covid-19 cases this week. “We have to get back the best we can to having normal lives,” the Las Vegas Mayor said."
424,425,"Asking for salary requirements is a common job interview question which often kicks off a back-and-forth that, for job seekers, is rife with confusion and occasional bouts of regret. Here’s how to answer it."
425,426,"Tesla is experimenting with sustainable mining in one of the world's most biodiverse landscapes. If successful, the carmaker could limit the dirty and destructive process of making batteries and allow Western carmakers to sidestep China. https://nyti.ms/3eE96iQ"
426,427,"Breaking News: South Africa said health data suggested its Omicron peak had passed with no major spike in deaths, offering cautious hope to other countries."
427,428,"More than one million people a day on average are being infected with the coronavirus, according to a global tally by The New York Times. See where cases are rising the fastest. https://nyti.ms/3zafqrM"
428,429,"Thanks to “genetic genealogy,” solving crimes with genomic databases is becoming mainstream — with some uncomfortable implications for the future of privacy."
429,430,"Children 12 to 15 years old will be eligible for a booster of Pfizer-BioNTech's Covid vaccine on Monday, according to people familiar with the FDA's plans. The health agency will also allow younger children with immune deficiencies to get an extra shot."
430,431,In Opinion
431,432,Britain's NHS plans to erect temporary field hospitals in response to a steep rise in coronavirus hospitalizations nationally. The Omicron variant's dramatic impact on UK medical services is a bellwether for the challenges to come in places like the U.S.
432,433,"More than one million people a day on average are being infected with the coronavirus, according to a global tally by The New York Times. Hospitalization and death rates haven't come close to previous peaks, though some places are struggling."
433,434,Breaking News: The CDC raised its Covid warning for cruise ships to the highest level and added a blunt warning: Don’t board one.
434,435,Breaking News: The CDC raised its Covid warning for cruise ships to the highest level and added a blunt warning: Don’t board one.
435,436,"New coronavirus cases in India have more than doubled in the past four days, likely because of the Omicron variant. Though at least 61% of Indians have received at least one vaccine shot, experts worry the country's health system could be overwhelmed."
436,437,In The New York Times Opinion Section 
437,438,"Crowds will be allowed to return to Times Square on Friday for the annual New Year's Eve ball drop. But experts warn, even with vaccinations and masks, celebrating won't be without risks. Here’s everything you need to know about how to watch the events."
438,439,"Outsiders seem to be taking the threat of a Russian invasion more seriously than many Ukrainians. On the streets of Kyiv, the traditional “see you after the holidays” friendly farewell has been replaced with a sardonic, “see you after the invasion.”"
439,440,"Children 5 to 11 who had received the Pfizer Covid vaccine rarely experienced serious problems, according to a study released by the CDC. Another study found that nearly all of the children who were hospitalized last summer with serious illness had not been fully vaccinated."
440,441,"“Knees weak, arms are heavy, there’s vomit on his sweater already, mom’s spaghetti.”"
441,442,"Breaking News: A jury on Thursday found an opioid manufacturer and distributor liable for inundating New York with pills that killed thousands of people. The case was the first of its kind, targeting every point of the prescription opioid supply chain."
442,443,"Season 2 of “Cheer,” the Emmy-winning documentary series that provided an unvarnished look into competitive cheerleading, will begin on Jan. 12 on Netflix. Our reporter talked to the head coach of Navarro College Cheer, Monica Aldama."
443,444,"After his first fatal shooting, a Pennsylvania state trooper was named Officer of the Year. Three killings later, he remains on duty. https://nyti.ms/3mJc4XQ"
444,445,"More than 1,000 flights to, from or within the U.S. on Thursday have been canceled, and 500 more on Friday. JetBlue, which canceled 17% of its flights, said ""there is a high likelihood of additional cancellations"" until Covid cases come down."
445,446,"A moment bathed in red, captured when anti-government demonstrations over tax reform escalated into outrage against police brutality in Bogota, Colombia, this May. "
446,447,"Before you decide on your resolutions for 2022, take a moment to reflect back on what the world looked like this year: https://nyti.ms/33HVQr2"
447,448,The James Webb Space Telescope tells a story of international cooperation rarely heard these days. It's a tale of nations coming together for a common ambition: to reach the most distant stars and galaxies.
448,449,"Breaking News: The FDA is expected on Monday to allow boosters of Pfizer’s Covid vaccine for 12- to 15-year-olds, according to people familiar with the U.S. health agency's deliberations."
449,450,"In these 14 dispatches most popular with readers in 2021, Times reporters traveled to a Himalayan ski slope, the ocean depths off the Philippines, an island where whistling is a language and an Italian atelier where robots are sculptors."
450,451,"Though record-setting snowfall and low temperatures in parts of the Western U.S. this week appear to have eased, travel delays, frigid temperatures and lighter snowfall are expected to continue."
451,452,"Johnson & Johnson’s booster shot offered strong protection against Omicron and reduced the risk of hospitalization, a clinical trial found."
452,453,"Surprise medical bills, issued by a doctor that a patient did not choose and who did not accept the patient's insurance, will be made illegal by a law that goes into effect on Saturday."
453,454,"Mayor-elect Eric Adams will keep New York City’s vaccine mandate for private-sector employees in place. The requirement, which was enacted by Mayor Bill de Blasio, went into effect on Monday, during de Blasio’s last week in office."
454,455,"As tech giants bet big on the concept of the metaverse, questions about the digital world's safety have surfaced. "
455,456,"Omicron is surging in New York, but vaccination rates are high, face masks are ubiquitous and residents are finding ways to soldier on, our columnist, Ginia Bellafante, writes."
456,457,"Cyrus Vance Jr.’s term as Manhattan district attorney ends this week, but his investigation into Donald Trump goes on. The inquiry's fate, which could result in the first ever indictment of a U.S. president, will shape the understanding of Vance’s tenure."
457,458,"Indonesian fishermen and navy officials were towing a stranded boat holding more than 100 Rohingya refugees to shore on Thursday. The Indonesian government had said it would turn the vessel away, but reversed course under pressure from rights groups."
458,459,"""We were kind of seeing the light at the end of the tunnel, and it feels like we’ve taken several steps backward."" As Year 2 of the pandemic makes way for Year 3, New York City is operating at half speed — simply because so many people are sick."
459,460,"China, racing to control an outbreak in the city of Xi’an, has put in place a sweeping lockdown and a mass testing push. The move made it clear that China has no intention of abandoning its “zero Covid” policy."
460,461,Residents in West Virginia shared their feelings about being allowed to mix again after months of isolation. Listen to today's episode of The Daily.
461,462,"A severe outbreak of avian flu in Israel has already led to mass culling of infected poultry and has caused the deaths of about 5,000 migratory cranes in a nature reserve."
462,463,"“It was a more celebratory, happy, prideful vibe this year, whereas in 2020 it was more of a heavy protest sort of vibe,” said photographer Kenny Holston, of capturing the first federally recognized Juneteenth celebration. See more historic moments from 2021 here: https://nyti.ms/32JX5po"
463,464,The number of coronavirus cases recorded in the U.S. may still fall short of describing the true destruction caused by the Delta and Omicron variants because testing has slowed over the holidays. https://nyti.ms/3sRfaMW
464,465,One of the most gerrymandered political maps in the country has suddenly been replaced by one of the fairest. Here’s how Michigan did it.
465,466,"At least 20 people have been killed and more than 50,000 have been driven from their homes by record floods in northeastern Brazil. Like other regions across a globe disrupted by climate change, Bahia has been experiencing weather extremes in recent years. https://nyti.ms/32KD8P4"
466,467,"These are the recipes that NYT Cooking reporters and editors turned to again and again this year, and that will be just as delicious and comforting in 2022."
467,468,NBA teams have called on more than 80 aspiring pros and league veterans to reinforce their rosters in recent weeks as the rapidly spreading Omicron variant has sidelined many of the league's regular stars.
468,469,"Breaking News: Ghislaine Maxwell was convicted on all but one charge of helping to recruit, groom and sexually abuse underage girls for Jeffrey Epstein. https://nyti.ms/3EDMfOV"
469,470,"Oklahoma, which hasn’t legalized recreational marijuana, is one of the easiest places in the U.S. to launch a weed business. Low start-up costs and lax rules have lured entrepreneurs from across the country."
470,471,In The New York Times Opinion Section 
471,472,"Airlines canceled more than 750 flights on Wednesday in the U.S., a sign of continuing stress as air carriers continue to contend with staffing shortages driven by the fast-spreading Omicron variant of the coronavirus, as well as foul winter weather."
472,473,"""I do believe there’s such a thing as women’s writing and women’s filmmaking,"" Maggie Gyllenhaal said of her new movie, ""The Lost Daughter."""
473,474,In The New York Times Opinion Section 
474,475,"During a recent session in the House, two Republican lawmakers from Georgia, Marjorie Taylor Greene and Andrew Clyde, sat in full view of TV cameras. Neither was wearing a mask."
475,476,Hundreds of thousands of New Yorkers from a myriad of faiths use part of their home as a sacred space.
476,477,"John Madden, the legendary Hall of Fame coach, prolific broadcaster and NFL ambassador, died on Tuesday. He was 85.  https://nyti.ms/3sHLHoY"
477,478,How do you rewrite a constitution for the climate change era? Chile is the first country in the world to try. https://nyti.ms/3pymX0k
478,479,"The U.S. is averaging 267,000 daily coronavirus cases, according to a New York Times database. The record comes as two highly contagious variants — Delta and Omicron — threaten to overwhelm hospitals."
479,480,Masks will likely remain a part of our lives for some time. Wirecutter has tried 35 types and confirmed their filtration claims with government agencies or its own lab tests to identify reliable options.
480,481,"Although rapid antigen tests have their limitations, they are an important public health tool, experts said, particularly if you know how to use them. "
481,482,"An inexpensive blood test can warn couples if they face one in four odds of having a baby with sickle cell disease, which affects 100,000 people in the U.S. Yet few of the couples at risk know it."
482,483,"When office workers went remote during the pandemic, building owners saved money on services like cleaning and security. But as employees return, office costs are rising as companies invest in more robust filtration and install new outdoor areas."
483,484,"Breaking News: The U.S. is averaging 267,000 daily coronavirus cases, according to a New York Times database. The record comes as two highly contagious variants — Delta and Omicron — converge and threaten to overwhelm hospitals."
484,485,Nearly a quarter million people in the U.S. have died from Covid in the past eight months. Covid is responsible for a higher share of deaths from all causes for younger Americans and white Americans than it was before all adults were eligible for vaccines. https://nyti.ms/3qtRw6r
485,486,"Shina Peng captured this portrait of the band Chai in Noborito, Japan, this spring. The band said their adoption of the color pink was a way of repudiating societal expectations about cuteness. "
486,487,"The Omicron variant is blazing around the world, but fears of its rapid spread are tempered by early evidence that the variant causes milder symptoms, with vaccinations and boosters helping prevent serious illness and death."
487,488,"Although rapid antigen tests have their limitations, they are an important public health tool, experts said, particularly if you know how to use them. Here's what to know."
488,489,"A stream of U.S. colleges and universities have announced that classes will be delayed or will begin remotely in January. For some students, the revised plans are a decidedly unwelcome development following almost two years of online instruction."
489,490,A tax break intended for small businesses has been contorted into the latest tax dodge by Silicon Valley’s ultrawealthy. Early investors in companies have each been able to avoid taxes on at least $10 million in profits.
490,491,"India has blocked a charity founded by Mother Teresa, Missionaries of Charity, from accepting foreign donations. The news comes around a tense Christmas, when churches have been vandalized and celebrations have been disrupted across the country."
491,492,The CDC decision to cut the number of days that infected Americans should remain isolated from 10 to five was welcomed by business representatives. But a union leader warned that workers may feel pressure to return to their jobs too soon. https://nyti.ms/32ouRRf
492,493,"Breaking News: New York City will eliminate its current policy of quarantining entire classrooms exposed to Covid, and will instead use a ramped-up testing program to allow asymptomatic students who test negative for the coronavirus to remain in school."
493,494,Masks will likely remain a part of our lives for some time. Wirecutter has tried 35 types and confirmed their filtration claims with government agencies or its own lab tests to identify reliable options.
494,495,In Opinion
495,496,Saudi Arabia is hosting film festivals and bankrolling new movies in hopes of becoming a cinematic powerhouse in the Middle East.
496,497,"Mayor Bill de Blasio on Monday announced all employers in New York City have to verify that their on-site workers received at least one dose of a coronavirus vaccine, casting it as the most sweeping vaccine mandate for private businesses in the nation. https://nyti.ms/3JqCaIS"
497,498,"Although rapid antigen tests have their limitations, they are an important public health tool, experts said, particularly if you know how to use them. "
498,499,"The new CDC guidance was announced as the highly transmissible Omicron variant is sending daily caseloads higher, worsening a labor shortage and forcing airlines to cancel thousands of flights. https://nyti.ms/3sDRwDJ"
499,500,A Metropolitan Diary tale of two hot dog vendors claimed the top spot from readers this year. Read the winning entry — and four other favorites — here.
500,501,"The omicron variant has turned a date of joy into a date of resentment over the new spread of coronavirus. A few days into the New Year, Americans are sick, tired of being sick, and tired."
501,502,We've got all the recipes you need to start your year off deliciously. https://nyti.ms/3yZlPWz
502,503,"A Harvard professor for 46 years, Edward O. Wilson, was an expert on insects and explored how natural selection and other forces could influence animal behavior. He then applied his research to humans and pioneered new fields of research. https://nyti.ms/3sDnfVM"
503,504,How well do you know the defining personalities of 2021? Take The New York Times Faces Quiz and see how you did compared with other readers.
504,505,"Nearly two years into the pandemic, news about the Omicron variant can feel like too much to process."
505,506,"You've heard of conventional rat traps, but how about Oreos? They're being used by a New York City restaurant in new high-tech rat traps, in which the scent of the cookies acts as a lure. https://nyti.ms/3HjEK1r"
506,507,"These are the best new restaurants of the year in New York City, according to our chief food critic, Pete Wells. https://nyti.ms/3yXZYyS"
507,508,An international aid group and opponents of Myanmar’s ruling military have accused soldiers of killing and burning the bodies of at least 35 villagers who were fleeing combat on Christmas Eve https://nyti.ms/3qu3HQD
508,509,"This summer, Sunisa Lee performed on the beam in the women’s individual all-around competition and went on to win gold in the event. Our photographer, Doug Mills, captured one of her gravity-defying leaps."
509,510,Can one movie have too many stars?
510,511,"The Backstreet Cultural Museum chronicled the glories and eccentricities of Black culture and Mardi Gras customs in New Orleans. Now, as those traditions and neighborhoods are imperiled, the museum is too.https://nyti.ms/3ptATZB"
511,512,"My granddaughter recently moved from her city apartment to our small town. She was having financial problems, and my husband and I decided to buy a small historic hotel in the hope that she could turn it into an artists’ retreat. She had always told us that it was one of her dreams."
512,513,"Desmond Tutu’s legacy, many said, was one of unity and service, built on a life of campaigning for dignity for people everywhere and helping bridge divides."
513,514,"As 2021 comes to a close, here's a roundup of small healthy habits you can adopt to make life just a little better."
514,515,"""Marriage requires amnesia, a mute button, a filter on the lens, a damper, some blinders, some bumpers, some ear plugs, a nap,"" writes Heather Havrilesky."
515,516,Pictured here: snow removal from an antenna dome 800 miles from the North Pole. This station keeps satellites connected and plays a crucial role in supporting research on climate change. 
516,517,"Three members of the global K-pop phenomenon BTS have tested positive for the coronavirus after returning to South Korea from the U.S., according to Big Hit Music, the group’s management company."
517,518,Scientists say a microscopic battle between fungus and bacteria on the skin of hedgehogs provides evidence that antibiotic resistance can occur in nature. https://nyti.ms/3F6j0Er
518,519,"From @[The New York Times Opinion Section]:In 2021, “I learned how to relax my muscles, to purposefully, systematically isolate each part of my body and loosen the meat on my bones,” Farhad Manjoo says. “Doing so regularly, once or several times a day, can be more or less instantly life changing.”"
519,520,"As Kazakhstan erupted in violence and protests, its president asked Russia for aid. That choice could alter the balance of power in Central Asia."
520,521,"Xi’an, a city of 13 million people, has been under lockdown since Dec. 22, the longest in China since the first lockdown in Wuhan. Food and medical shortages have prompted questions about how much longer the country's zero-Covid strategy can go on."
521,522,"While there are plenty of prestige series hitting screens over the next three months, here are 20 new or slightly lower-profile shows to watch out for. https://nyti.ms/3FcYkek"
522,523,The Winter Olympics in Beijing are right around the corner (Feb. 4). Here’s a look at every sport at the Games. https://nyti.ms/3faXWC9
523,524,"Skiing is an endangered sport, caught between a warming planet and a global pandemic. But now ski touring, or uphill skiing, is growing in popularity. Here's why."
524,525,"Max Julien, the sultry, soft-voiced actor and screenwriter who rose to pop-culture prominence with his starring role in the 1973 film “The Mack,” died on Jan. 1 at a hospital in Los Angeles. He was 88."
525,526,"Never miss a meteor shower, eclipse or rocket launch again. https://nyti.ms/3f1zenS"
526,527,"Neve Campbell, Courteney Cox and David Arquette took some persuading to return to “Scream.” They couldn’t imagine it without the original director, Wes Craven. But now they’re all in."
527,528,Here are 20 new TV shows or slightly lower-profile returning shows that look interesting this winter. Try to fit in one or two.
528,529,"Luiza Trajano turned a family business into a retail giant and became one of Brazil's richest women. Now, in an effort to curb racism, it limited its executive training program to applicants black"
529,530,"At a time when Hollywood often relegated Black actors to roles as servants, Sidney Poitier was rarely a supporting player. These 11 movies, available to stream, span the 1950s to the ‘90s and highlight what made him popular with white and Black audiences."
530,531,"Jumping rope isn’t just for little kids and boxing montages. It's also a portable workout that builds strength, speed, and protects our bodies as we age."
531,532,In The New York Times Opinion Section 
532,533,"Luiza Trajano turned a small family store into a retail giant. Parties across the political spectrum have begged her to run for office — seeing in her a rare blend of pragmatism, charisma and smarts."
533,534,"As “Search Party” begins its fifth season, Alia Shawkat is embarking on a new challenge: saying goodbye."
534,535,"Mariah Bell, who at 25 won her first U.S. national figure skating championship on Friday and earned a spot in the Beijing Olympics next month, will become the oldest American female Olympics singles skater since 1928. Here's who else made the U.S. team."
535,536,"The Emmy-winning HBO teen drama “Euphoria,” starring Zendaya, comes back for a second season on Sunday. But it’s been a few years since Season 1 ended. Here's where things left off.https://nyti.ms/3F9ArEr"
536,537,New York City’s new police commissioner is already at odds with Manhattan’s new district attorney over plans to change how certain crimes are prosecuted.
537,538,"In a pandemic high for the U.S. Navy base at Guantánamo Bay, Cuba, the hospital there on Friday reported 69 confirmed coronavirus cases among about 6,000 residents on the base. One of the cases included a 10-year-old child who is either fully or half vaccinated, said a base spokeswoman."
538,539,"Yao Pan Ma, an immigrant from China who was left in a coma after a brutal assault in April, died last week. The police called the attack a hate crime, and Ma, 61, had been a ventilator and was hospitalized since the assault occurred in East Harlem."
539,540,"The academy has plenty of Oscar-worthy contenders with crowd-pleasing appeal this year, like “West Side Story” and “Belfast.” The only problem is that the crowds haven’t shown up for them. Will that help “Spider-Man” make a case for best picture?"
540,541,"The actress LaChanze, who stars in ""Trouble in Mind,"" reflects on Alice Childress's work and how it mirrors her own experience in theater. ""I get to convey the things so many Black actors have expressed, but, as Wiletta says, 'You don’t want to hear.'"""
541,542,"Three weeks after investigators obtained a search warrant for information on Alec Baldwin’s cellphone, authorities in New Mexico and New York are working on coordinating the request. Baldwin said that any suggestion that he was not cooperating was “a lie.”"
542,543,"The number of hospitalized young children infected with the coronavirus rose precipitously last week to the highest levels since the beginning of the pandemic, according to data released on Friday by the CDC. Here's what to know. "
543,544,In The New York Times Opinion Section 
544,545,"Lawyers for Novak Djokovic say the tennis star tested positive for the virus in mid-December, weeks before Australia denied him permission to enter the country. Djokovic, a vaccine skeptic, is in quarantine at a hotel in Melbourne as he awaits a hearing, scheduled for Monday, on his appeal of the government’s decision to revoke his visa."
545,546,Both are dealing with lockdown-weary populations. Both have made headway in vaccinating their citizens. And both have seen their popularity erode as their early promises to vanquish the virus wilted. Here’s how Prime Minister Boris Johnson and President Joe Biden shifted their policies toward Covid.
546,547,"A 10th-grade high school student in Connecticut died after he fell and his neck was cut by another player’s skate during a junior varsity ice hockey game on Thursday, officials said. ""Our community is mourning,"" the head of the school, St. Luke’s, said."
547,548,"Revisit a 2013 interview with John Madden, the NFL Hall of Fame coach and broadcaster who died last week, in which he explains what he would have done besides coaching football — and why his guests are likely to hear him listening to Willie Nelson."
548,549,Did you receive the child tax credit or stimulus payments in 2021? Here's what you need to know for tax filing season.
549,550,"The James Webb Space Telescope has completed a final, crucial step: unfolding the last section of its golden, hexagonal mirrors. That amounts to it becoming fully deployed, according to NASA."
550,551,"Work routines have been upended by the pandemic, and people have begun to question the unpleasantness and indignities they used to shrug off as part of the office deal. "
551,552,"“And Just Like That,” the “Sex and the City” reboot, shows vanishingly few of the perks of middle age, focusing instead on the characters’ decline, confusion and cultural estrangement, Rhonda Garelick writes."
552,553,"Audie Cornish, a host of NPR’s ""All Things Considered,"" left her job this week, becoming the latest prominent journalist of color to leave the public broadcaster."
553,554,"Senator John Thune of South Dakota, the second-ranking Senate Republican, announced on Saturday that he would seek re-election. He had considered retiring because of family concerns and the continuing grip of Donald Trump on the Republican Party."
554,555,Our economics reporter wants to hear from you: What questions do you have about inflation and how it may impact you in 2022?
555,556,Does Omicron cause more gastrointestinal symptoms or fatigue than other variants? How long does it take for symptoms to appear? Here's what experts say about the symptoms of the coronavirus variant.
556,557,In The New York Times Opinion Section 
557,558,"Three supervillains and the three great actors game to play them: Willem Dafoe, Alfred Molina and Jamie Foxx on returning to their “Spider-Man” roles, working with each other and remembering the Octourage."
558,559,In The New York Times Opinion Section 
559,560,"On Friday, Amy Schneider became the first woman in the history of ""Jeopardy!"" to surpass $1 million in winnings during regular-season play."
560,561,"The fragile peace between school districts and teachers’ unions is in danger of collapsing, as more unions push for remote learning until Covid safety measures have been met and widespread illness causes staff shortages."
561,562,Coronavirus cases have hit new highs in the U.S.Hospitalizations topped the height of the Delta wave.Deaths are starting to rise.
562,563,"New York City health officials have announced a plan to install 10 “public health vending machines” that would dispense sterile syringes, an anti-overdose medication and other “harm reduction” supplies in neighborhoods hit hard by drug overdoses."
563,564,"The Omicron variant may be driving case counts into the stratosphere, but on some TV shows, the pandemic is playing dead, our critic writes."
564,565,New York Times readers are honoring Sidney Poitier by sharing tributes and memories.
565,566,"Grichka and Igor Bogdanoff, French twins and TV hosts whose noble lineage, questionable research in quantum physics and extreme adventures in plastic surgery captivated Parisian society and horrified the scientific community, died within days of each other at a hospital in Paris. Family statements sent by an agent for the brothers announced their death but did not specify the cause. A lawyer for the twins told multiple French news outlets that they had died of Covid-19. Both … See more"
566,567,"The James Webb Space Telescope is entering the final stretch of its deployment phase: Two panels on either side of its array of 18 gold-plated hexagonal mirrors, folded back during launch, must snap into place to complete its honeycomb-like reflector."
567,568,"“Dear Mom, Received another letter from you today and was happy to hear that everything is okay,” a 22-year-old soldier wrote on Dec. 6, 1945. “As for myself, I’m fine and getting along okay. But as for the food, it’s pretty lousy most all the time.”"
568,569,"Unlike in the north, weddings in the south of India tended to be low-key affairs with a feast and occasionally a live band. Now, couples are creating extravagant ceremonies with Tamil and Telugu dance music, water drummers, pole dancers and acrobats. "
569,570,"Late in his career, Sidney Poitier played Nelson Mandela in ""Mandela and de Klerk."" ""Maybe one reason for the performance’s potency is the resonance between actor and character,"" our critic writes."
570,571,"Lawyers for Novak Djokovic say the tennis star tested positive for the virus in mid-December, weeks before Australia denied him permission to enter the country."
571,572,"New York has been more aggressive than many other cities in keeping its schools open. Interviews with parents, educators and students show opinions are mixed about that approach."
572,573,"When Tesla couldn’t get computer chips, it rewrote the software for the ones that were available. Larger auto companies struggled because they relied on outside suppliers for much of their software and computing expertise."
573,574,"Some protesters outside the Park Hotel in Melbourne were there to support Novak Djokovic, who is quarantining there. Others were advocates for asylum seekers who have been held there much longer."
574,575,"In an instant, Sidney Poitier moved America into the age of Black Power, our critic writes. The year, 1967. The movie, “In the Heat of the Night.” It was “the slap heard around the world.”"
575,576,A longtime renter was seeking a bigger place in Brooklyn for a bargain and set his sights on a condo for more design freedom.
576,577,"Melanoma accounts for just about 1% of all diagnosed skin cancers, but causes the vast majority of deaths. Here are 5 tips for spotting it."
577,578,"Children who have recovered from Covid-19 appear to be at significantly increased risk of developing Type 1 or Type 2 diabetes, CDC researchers reported on Friday."
578,579,"In 2015, our reporter, John Leland, began writing about six older New Yorkers in a series about people 85 and over. After the last survivor among them, Ruth Willig, died on Christmas Eve, we looked back on their stories for lessons on living with loss."
579,580,"When reaching out to someone who has experienced the unexpected death of a loved one, experts recommend listening more than you talk, offering to take on tasks and being intentional with your word choice."
580,581,What do you want to know about inflation and how it may impact you in 2022? Our reporters want to hear from you.
581,582,"Since he escaped prison 20 years ago, Gioacchino Gammino, a Sicilian gangster, has evaded capture. He fled to Spain, changed his name, cut ties with family and, at one point, worked as a chef in an Italian restaurant. Then Google Street View betrayed him."
582,583,"Ethiopia’s government said Friday it would release several prominent political prisoners as a step toward peacefully resolving the country’s civil war. Those to be released included Jawar Mohammed, a critic of Prime Minister Abiy Ahmed."
583,584,"A blurry image of something on the moon that China’s space program had called the ""mystery hut"" was just a rock, new images show."
584,585,"F. Sionil Jose, the author of a dozen socially engaged novels and countless short stories and essays who was sometimes called the grand old man of Philippine letters, and even the conscience of his nation, died on Thursday in Manila. He was 97."
585,586,"Peter Bogdanovich, who died this week at 82, loved the world of classic Hollywood so much that it’s as if he never left it. Here are nine highlights of his work, all available to stream."
586,587,The head of a comet often glows green; the tail mostly does not. A team of scientists have now come up with a detailed explanation for why.
587,588,"At a time when Hollywood often relegated Black actors to roles as servants, Sidney Poitier was rarely a supporting player. These 11 movies, available to stream, span the 1950s to the ‘90s and highlight what made him popular with white and Black audiences."
588,589,"A former sheriff’s deputy, Aaron Russell, faces up to 11 years in prison for manslaughter for fatally shooting Nicholas Bils after he escaped from a park ranger’s vehicle in San Diego."
